eigenfrequency_n03_Hz,span_L_m,stiffness_EI_MNm2,mass_m_tpm,yoc_yyyy,maxlocalspeed_v_kmph,bearingcapacity_beta_,heigtogconstruction_hk_m,numberofcaps_,skewness_degree,bearing_
23,5.57,9.32,1647,17.36,1996,140,1,0.45,0,14.49,0
